,ngay,KLDichRong,GiaTriGiaoDichRong,ThayDoi,KhoiLuongMua,GiaTriMua,KhoiLuongBan,GiaTriBan,symbol  

14,26/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,25/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,24/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,21/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,20/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,19/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,18/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,17/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,14/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,13/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,12/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,11/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

6,10/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,07/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,06/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,05/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,04/02/2020,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,03/02/2020,0 ,0 ,11.5 (-11.54 %)   ,0 ,0 ,0 ,0 ,CC4

12,31/01/2020,0 ,0 ,13 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,30/01/2020,0 ,0 ,13 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,22/01/2020,0 ,0 ,13 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,21/01/2020,0 ,0 ,13 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,17/01/2020,0 ,0 ,12.8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,16/01/2020,0 ,0 ,12.8 (-1.54 %)   ,0 ,0 ,0 ,0 ,CC4

18,15/01/2020,0 ,0 ,13 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,14/01/2020,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,13/01/2020,0 ,0 ,12.8 (-1.54 %)   ,0 ,0 ,0 ,0 ,CC4

1,10/01/2020,0 ,0 ,13 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,09/01/2020,0 ,0 ,13 (-1.52 %)   ,0 ,0 ,0 ,0 ,CC4

3,08/01/2020,0 ,0 ,13.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,07/01/2020,0 ,0 ,13.2 (1.54 %)   ,0 ,0 ,0 ,0 ,CC4

5,06/01/2020,0 ,0 ,13 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

6,03/01/2020,0 ,0 ,13 (1.56 %)   ,0 ,0 ,0 ,0 ,CC4

7,02/01/2020,0 ,0 ,12.8 (2.40 %)   ,0 ,0 ,0 ,0 ,CC4

8,31/12/2019,0 ,0 ,12.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,30/12/2019,0 ,0 ,12.5 (4.17 %)   ,0 ,0 ,0 ,0 ,CC4

10,27/12/2019,0 ,0 ,12 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,26/12/2019,0 ,0 ,12 (1.69 %)   ,0 ,0 ,0 ,0 ,CC4

12,25/12/2019,0 ,0 ,11.8 (2.61 %)   ,0 ,0 ,0 ,0 ,CC4

13,24/12/2019,0 ,0 ,11.5 (6.48 %)   ,0 ,0 ,0 ,0 ,CC4

14,23/12/2019,0 ,0 ,10.8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,20/12/2019,0 ,0 ,10.8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,19/12/2019,0 ,0 ,10.8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,18/12/2019,0 ,0 ,10.8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,17/12/2019,0 ,0 ,10.8 (2.86 %)   ,0 ,0 ,0 ,0 ,CC4

19,16/12/2019,0 ,0 ,10.5 (5.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,13/12/2019,0 ,0 ,10 (8.70 %)   ,0 ,0 ,0 ,0 ,CC4

1,12/12/2019,0 ,0 ,9.2 (15.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,11/12/2019,0 ,0 ,8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,10/12/2019,0 ,0 ,8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,09/12/2019,0 ,0 ,8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,06/12/2019,0 ,0 ,8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

6,05/12/2019,0 ,0 ,8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,04/12/2019,0 ,0 ,8 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,03/12/2019,0 ,0 ,8 (-14.89 %)   ,0 ,0 ,0 ,0 ,CC4

9,02/12/2019,0 ,0 ,9.4 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,29/11/2019,0 ,0 ,9.4 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,28/11/2019,0 ,0 ,9.4 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,27/11/2019,0 ,0 ,9.4 (-14.55 %)   ,0 ,0 ,0 ,0 ,CC4

13,26/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,25/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,22/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,21/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,20/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,19/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,18/11/2019,0 ,0 ,11 (-1.79 %)   ,0 ,0 ,0 ,0 ,CC4

0,15/11/2019,0 ,0 ,11.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,14/11/2019,0 ,0 ,11.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,13/11/2019,0 ,0 ,11.2 (-2.61 %)   ,0 ,0 ,0 ,0 ,CC4

3,12/11/2019,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,11/11/2019,0 ,0 ,11.5 (-13.53 %)   ,0 ,0 ,0 ,0 ,CC4

5,08/11/2019,0 ,0 ,13.3 (14.66 %)   ,0 ,0 ,0 ,0 ,CC4

6,07/11/2019,0 ,0 ,11.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,06/11/2019,0 ,0 ,12 (9.09 %)   ,0 ,0 ,0 ,0 ,CC4

8,05/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,04/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,01/11/2019,0 ,0 ,11 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,31/10/2019,0 ,0 ,11 (4.76 %)   ,0 ,0 ,0 ,0 ,CC4

12,30/10/2019,0 ,0 ,10.5 (-2.78 %)   ,0 ,0 ,0 ,0 ,CC4

13,29/10/2019,0 ,0 ,10.8 (-1.82 %)   ,0 ,0 ,0 ,0 ,CC4

14,28/10/2019,0 ,0 ,11 (-8.33 %)   ,0 ,0 ,0 ,0 ,CC4

15,25/10/2019,0 ,0 ,12 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,24/10/2019,0 ,0 ,12 (4.35 %)   ,0 ,0 ,0 ,0 ,CC4

17,23/10/2019,0 ,0 ,11.5 (-5.74 %)   ,0 ,0 ,0 ,0 ,CC4

18,22/10/2019,0 ,0 ,12.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,21/10/2019,0 ,0 ,12.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,18/10/2019,0 ,0 ,12.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,17/10/2019,0 ,0 ,12.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,16/10/2019,0 ,0 ,12.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,15/10/2019,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,14/10/2019,0 ,0 ,13 (11.11 %)   ,0 ,0 ,0 ,0 ,CC4

5,11/10/2019,0 ,0 ,11.7 (-13.33 %)   ,0 ,0 ,0 ,0 ,CC4

6,10/10/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,09/10/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,08/10/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,07/10/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,04/10/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,03/10/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,02/10/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,01/10/2019,0 ,0 ,13.5 (-4.26 %)   ,0 ,0 ,0 ,0 ,CC4

14,30/09/2019,0 ,0 ,14.1 (0.71 %)   ,0 ,0 ,0 ,0 ,CC4

15,27/09/2019,0 ,0 ,14 (1.45 %)   ,0 ,0 ,0 ,0 ,CC4

16,26/09/2019,0 ,0 ,13.8 (2.22 %)   ,0 ,0 ,0 ,0 ,CC4

17,25/09/2019,0 ,0 ,13.5 (1.50 %)   ,0 ,0 ,0 ,0 ,CC4

18,24/09/2019,0 ,0 ,13.3 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,23/09/2019,0 ,0 ,13.3 (-1.48 %)   ,0 ,0 ,0 ,0 ,CC4

0,20/09/2019,0 ,0 ,13.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,19/09/2019,0 ,0 ,13.5 (0.75 %)   ,0 ,0 ,0 ,0 ,CC4

2,18/09/2019,0 ,0 ,13.4 (1.52 %)   ,0 ,0 ,0 ,0 ,CC4

3,17/09/2019,0 ,0 ,13.2 (1.54 %)   ,0 ,0 ,0 ,0 ,CC4

4,16/09/2019,0 ,0 ,13 (0.78 %)   ,0 ,0 ,0 ,0 ,CC4

5,13/09/2019,0 ,0 ,12.9 (0.78 %)   ,0 ,0 ,0 ,0 ,CC4

6,12/09/2019,0 ,0 ,12.8 (-2.29 %)   ,0 ,0 ,0 ,0 ,CC4

7,11/09/2019,0 ,0 ,13.1 (0.77 %)   ,0 ,0 ,0 ,0 ,CC4

8,10/09/2019,0 ,0 ,13 (0.78 %)   ,0 ,0 ,0 ,0 ,CC4

9,09/09/2019,0 ,0 ,12.9 (0.78 %)   ,0 ,0 ,0 ,0 ,CC4

10,06/09/2019,0 ,0 ,12.8 (2.40 %)   ,0 ,0 ,0 ,0 ,CC4

11,05/09/2019,0 ,0 ,12.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,04/09/2019,0 ,0 ,12.5 (4.17 %)   ,0 ,0 ,0 ,0 ,CC4

13,03/09/2019,0 ,0 ,12 (-4.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,30/08/2019,0 ,0 ,12.5 (-1.57 %)   ,0 ,0 ,0 ,0 ,CC4

15,29/08/2019,0 ,0 ,12.7 (-2.31 %)   ,0 ,0 ,0 ,0 ,CC4

16,28/08/2019,0 ,0 ,13 (-5.80 %)   ,0 ,0 ,0 ,0 ,CC4

17,27/08/2019,0 ,0 ,13.8 (-1.43 %)   ,0 ,0 ,0 ,0 ,CC4

18,26/08/2019,0 ,0 ,14 (-3.45 %)   ,0 ,0 ,0 ,0 ,CC4

19,23/08/2019,0 ,0 ,14.5 (2.84 %)   ,0 ,0 ,0 ,0 ,CC4

0,22/08/2019,0 ,0 ,14.1 (2.17 %)   ,0 ,0 ,0 ,0 ,CC4

1,21/08/2019,0 ,0 ,13.8 (-1.43 %)   ,0 ,0 ,0 ,0 ,CC4

2,20/08/2019,0 ,0 ,14 (3.70 %)   ,0 ,0 ,0 ,0 ,CC4

3,19/08/2019,0 ,0 ,13.5 (1.50 %)   ,0 ,0 ,0 ,0 ,CC4

4,16/08/2019,0 ,0 ,13.3 (0.76 %)   ,0 ,0 ,0 ,0 ,CC4

5,15/08/2019,0 ,0 ,13.2 (1.54 %)   ,0 ,0 ,0 ,0 ,CC4

6,14/08/2019,0 ,0 ,13 (4.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,13/08/2019,0 ,0 ,12.5 (2.46 %)   ,0 ,0 ,0 ,0 ,CC4

8,12/08/2019,0 ,0 ,12.2 (1.67 %)   ,0 ,0 ,0 ,0 ,CC4

9,09/08/2019,0 ,0 ,12 (-6.25 %)   ,0 ,0 ,0 ,0 ,CC4

10,08/08/2019,0 ,0 ,12.8 (2.40 %)   ,0 ,0 ,0 ,0 ,CC4

11,07/08/2019,0 ,0 ,12.5 (-3.85 %)   ,0 ,0 ,0 ,0 ,CC4

12,06/08/2019,0 ,0 ,13 (-5.11 %)   ,0 ,0 ,0 ,0 ,CC4

13,05/08/2019,0 ,0 ,13.7 (-4.20 %)   ,0 ,0 ,0 ,0 ,CC4

14,02/08/2019,0 ,0 ,14.3 (-7.74 %)   ,0 ,0 ,0 ,0 ,CC4

15,01/08/2019,0 ,0 ,15.5 (4.03 %)   ,0 ,0 ,0 ,0 ,CC4

16,31/07/2019,0 ,0 ,14.9 (6.43 %)   ,0 ,0 ,0 ,0 ,CC4

17,30/07/2019,0 ,0 ,14 (5.26 %)   ,0 ,0 ,0 ,0 ,CC4

18,29/07/2019,0 ,0 ,13.3 (6.40 %)   ,0 ,0 ,0 ,0 ,CC4

19,26/07/2019,0 ,0 ,12.5 (7.76 %)   ,0 ,0 ,0 ,0 ,CC4

0,25/07/2019,0 ,0 ,12.6 (14.55 %)   ,0 ,0 ,0 ,0 ,CC4

1,24/07/2019,0 ,0 ,11 (3.77 %)   ,0 ,0 ,0 ,0 ,CC4

2,23/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,22/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,19/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,18/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

6,17/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,16/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,15/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,12/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,11/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,10/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,09/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,08/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,05/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,04/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,03/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,02/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,01/07/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,28/06/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,27/06/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,26/06/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,25/06/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,24/06/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,21/06/2019,0 ,0 ,10.6 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,20/06/2019,0 ,0 ,10.5 (2.94 %)   ,0 ,0 ,0 ,0 ,CC4

6,19/06/2019,0 ,0 ,10.2 (-12.82 %)   ,0 ,0 ,0 ,0 ,CC4

7,18/06/2019,0 ,0 ,11.7 (14.71 %)   ,0 ,0 ,0 ,0 ,CC4

8,17/06/2019,0 ,0 ,10.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,14/06/2019,0 ,0 ,10 (-1.96 %)   ,0 ,0 ,0 ,0 ,CC4

10,13/06/2019,0 ,0 ,10 (-1.96 %)   ,0 ,0 ,0 ,0 ,CC4

11,12/06/2019,0 ,0 ,10.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,11/06/2019,0 ,0 ,10.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,10/06/2019,0 ,0 ,10.2 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,07/06/2019,0 ,0 ,9 (-14.29 %)   ,0 ,0 ,0 ,0 ,CC4

15,06/06/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,05/06/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,04/06/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,03/06/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,31/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,30/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,29/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,28/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,27/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,24/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,23/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

6,22/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,21/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,20/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,17/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,16/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,15/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,14/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,13/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,10/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,09/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,08/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,07/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,06/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,03/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,02/05/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,26/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,25/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,24/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,23/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,22/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

6,19/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,18/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,17/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,16/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,12/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,11/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,10/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,09/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,08/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,05/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,04/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,03/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,02/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,01/04/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,29/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,28/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,27/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,26/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,25/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,22/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

6,21/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,20/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,19/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,18/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,15/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,14/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,13/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,12/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,11/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,08/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

16,07/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,06/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,05/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,04/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,01/03/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

1,28/02/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,27/02/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

3,26/02/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

4,25/02/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

5,22/02/2019,0 ,0 ,10.9 (14.74 %)   ,0 ,0 ,0 ,0 ,CC4

6,21/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

7,20/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

8,19/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

9,18/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

10,15/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

11,14/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

12,13/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

13,12/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

14,11/02/2019,0 ,0 ,9.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

15,01/02/2019,0 ,0 ,9.5 (-9.52 %)   ,0 ,0 ,0 ,0 ,CC4

16,31/01/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

17,30/01/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

18,29/01/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

19,28/01/2019,0 ,0 ,10.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

0,25/01/2019,0 ,0 ,10.5 (-8.70 %)   ,0 ,0 ,0 ,0 ,CC4

1,24/01/2019,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

2,22/01/2019,0 ,0 ,11.5 (0.00 %)   ,0 ,0 ,0 ,0 ,CC4

