,ngay,KLDichRong,GiaTriGiaoDichRong,ThayDoi,KhoiLuongMua,GiaTriMua,KhoiLuongBan,GiaTriBan,symbol  

14,03/12/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,30/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,29/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,28/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,27/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,26/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,23/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,22/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,21/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,20/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,19/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,16/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,15/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,14/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,13/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,12/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,09/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,08/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,07/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,06/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,05/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,02/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,01/11/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,31/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,30/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,29/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,26/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,25/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,24/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,23/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,22/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,19/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,18/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,17/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,16/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,15/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,12/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,11/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,10/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,09/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,08/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,05/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,04/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,03/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,02/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,01/10/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,28/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,27/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,26/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,25/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,24/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,21/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,20/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,19/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,18/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,17/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,14/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,13/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,12/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,10/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,07/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,06/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,05/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,04/09/2018,0 ,0 ,7.8403 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,31/08/2018,"3,900 ","37,500,000 ",7.3503 (-27.94 %)   ,"3,900 ","37,500,000 ",0 ,0 ,HLR

19,30/08/2018,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,HLR

0,29/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,27/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,23/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,22/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,21/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,20/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,17/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,16/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,15/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,14/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,13/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,10/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,09/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,08/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,07/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,06/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,03/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,02/08/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,01/08/2018,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,HLR

19,31/07/2018,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,HLR

0,30/07/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,27/07/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,26/07/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,25/07/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,24/07/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,23/07/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,20/07/2018,0 ,0 ,8.3303 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,19/07/2018,0 ,0 ,8.3303 (-2.00 %)   ,0 ,0 ,0 ,0 ,HLR

8,18/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,17/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,16/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,13/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,12/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,11/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,10/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,09/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,06/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,05/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,04/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,03/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,02/07/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,29/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,28/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,27/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,26/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,25/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,22/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,21/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,20/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,19/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,18/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,15/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,14/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,13/06/2018,0 ,0 ,6.942 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,12/06/2018,0 ,0 ,6.942 (-6.19 %)   ,0 ,0 ,0 ,0 ,HLR

15,11/06/2018,0 ,0 ,6.0436 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,08/06/2018,0 ,0 ,6.0436 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,07/06/2018,0 ,0 ,6.0436 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,06/06/2018,0 ,0 ,6.0436 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,05/06/2018,0 ,0 ,6.0436 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,04/06/2018,0 ,0 ,6.0436 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,01/06/2018,0 ,0 ,6.0436 (11.92 %)   ,0 ,0 ,0 ,0 ,HLR

2,31/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,30/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,29/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,28/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,25/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,24/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,23/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,22/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,21/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,18/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,17/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,16/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,15/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,14/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,11/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,10/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,09/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,08/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,07/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,04/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,03/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,02/05/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,27/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,26/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,24/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,23/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,20/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,19/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,18/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,17/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,16/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,13/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,12/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,11/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,10/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,09/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,06/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,05/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,04/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,03/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,02/04/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,30/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,29/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,28/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,27/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,26/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,23/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,22/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,21/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,20/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,19/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,16/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,15/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,14/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,13/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,12/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,09/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,08/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,07/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,06/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,05/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,02/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,01/03/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,28/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,27/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,26/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,23/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,22/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,21/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,13/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,12/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,09/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,08/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,07/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,06/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,05/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,02/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,01/02/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,31/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,30/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,29/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,26/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,25/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,24/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,23/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,22/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,19/01/2018,0 ,0 ,4.4102 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,18/01/2018,0 ,0 ,4.4102 (-26.50 %)   ,0 ,0 ,0 ,0 ,HLR

10,17/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,16/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,15/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,12/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,11/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,10/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,09/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,08/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,05/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,04/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,03/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,02/01/2018,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,29/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,28/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,27/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,26/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,25/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,22/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,21/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,20/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,19/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,18/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

12,15/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

13,14/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

14,13/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

15,12/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

16,11/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

17,08/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

18,07/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

19,06/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

0,05/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

1,04/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

2,01/12/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

3,30/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

4,29/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

5,28/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

6,27/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

7,24/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

8,23/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

9,22/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

10,21/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

11,20/11/2017,0 ,0 ,4.9002 (-18.33 %)   ,0 ,0 ,0 ,0 ,HLR

